id,antiguedad_meses,antiguedad_cliente,fuga,ind_satisfaccion,satisfaccion_stuacion,nro_casos_soporte,var_nro_casos_soporte,tuvo_problemas,soporte_situacion,prioridad_soporte,prioridad_soporte_situacion,var_prioridad_soporte,var_nro_login,var_uso_servicio,var_beneficio_usuario,var_dias_ult_conexion,conexion_ultimo_mes
117,26,1,0.0,122.0,1,0.0,0.0,0,0,0.0,0,0.0,4.0,0.0,-88.0,30.0,-1
118,28,1,0.0,122.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-20.0,31.0,-1
119,12,1,0.0,40.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,30.0,4.0,-1
121,28,1,0.0,198.0,-1,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,-1948.0,9.0,-1
127,26,1,0.0,254.0,-1,2.0,0.0,1,0,3.0,-2,0.0,8.0,0.0,-14646.0,1.0,-1
131,28,1,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,-1
133,28,1,0.0,50.0,1,0.0,0.0,0,0,0.0,0,0.0,4.0,0.0,0.0,31.0,-1
134,28,1,0.0,190.0,1,0.0,0.0,0,0,0.0,0,0.0,24.0,0.0,152.0,-2.0,0
139,4,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1
141,24,1,1.0,86.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,4.0,-60.0,0
145,26,1,0.0,110.0,1,0.0,0.0,0,0,0.0,0,0.0,24.0,0.0,0.0,31.0,-1
148,24,1,1.0,16.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,-1
151,26,1,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,4.0,0.0,-8.0,31.0,-1
152,26,1,0.0,140.0,1,0.0,0.0,0,0,0.0,0,0.0,12.0,0.0,-346.0,30.0,-1
154,20,1,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,-1
155,26,1,0.0,192.0,-1,0.0,0.0,0,0,0.0,0,0.0,38.0,0.0,-34.0,0.0,-1
156,24,1,0.0,154.0,1,0.0,0.0,0,0,0.0,0,0.0,8.0,0.0,-174.0,7.0,-1
159,26,1,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,-1
161,24,1,0.0,114.0,1,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,-72.0,31.0,-1
162,26,1,0.0,138.0,-1,0.0,0.0,0,0,0.0,0,0.0,10.0,0.0,48.0,-1.0,0
168,20,1,0.0,258.0,1,0.0,0.0,0,0,0.0,0,0.0,194.0,0.0,344.0,-2.0,0
170,24,1,0.0,296.0,-1,0.0,0.0,0,0,0.0,0,0.0,24.0,0.0,-458.0,0.0,-1
176,24,1,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,-1
178,24,1,0.0,196.0,-1,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,1570.0,0.0,-1
182,26,1,0.0,244.0,-1,0.0,0.0,0,0,0.0,0,0.0,-52.0,0.0,62.0,0.0,-1
188,26,1,0.0,56.0,-1,0.0,0.0,0,0,0.0,0,0.0,-12.0,0.0,-84.0,11.0,-1
189,24,1,0.0,180.0,1,0.0,0.0,0,0,0.0,0,0.0,26.0,0.0,0.0,-6.0,0
194,16,1,0.0,242.0,-1,0.0,0.0,0,0,0.0,0,0.0,42.0,0.0,56.0,-1.0,0
195,6,1,0.0,18.0,1,0.0,0.0,0,0,0.0,0,0.0,40.0,0.0,0.0,0.0,-1
197,24,1,0.0,184.0,-1,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,84.0,10.0,-1
198,22,1,1.0,290.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-78.0,7.0,-1
200,12,1,0.0,240.0,1,0.0,0.0,0,0,0.0,0,0.0,52.0,0.0,18.0,10.0,-1
202,34,2,0.0,320.0,-1,4.0,0.0,1,0,3.0,-2,0.0,44.0,0.0,732.0,0.0,-1
207,32,2,0.0,52.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,-40.0,-7.0,0
209,30,2,0.0,110.0,1,0.0,0.0,0,0,0.0,0,0.0,32.0,0.0,-40.0,-17.0,0
212,32,2,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,-108.0,25.0,-1
214,32,2,0.0,236.0,1,0.0,0.0,0,0,0.0,0,0.0,-26.0,0.0,54.0,0.0,-1
215,32,2,0.0,166.0,-1,0.0,0.0,0,0,0.0,0,0.0,-2.0,0.0,2120.0,-74.0,0
216,30,2,1.0,20.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-6.0,31.0,-1
217,32,2,0.0,226.0,0,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,650.0,0.0,-1
222,32,2,0.0,90.0,-1,0.0,0.0,0,0,0.0,0,0.0,10.0,0.0,-184.0,-8.0,0
223,30,2,0.0,248.0,1,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,1682.0,0.0,-1
226,24,1,0.0,282.0,-1,0.0,0.0,0,0,0.0,0,0.0,-6.0,0.0,-1006.0,0.0,-1
227,32,2,0.0,136.0,1,0.0,0.0,0,0,0.0,0,0.0,140.0,0.0,0.0,31.0,-1
229,32,2,0.0,58.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-22.0,31.0,-1
230,30,2,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-10.0,31.0,-1
231,30,2,0.0,82.0,-1,0.0,0.0,0,0,0.0,0,0.0,12.0,0.0,26.0,31.0,-1
233,26,1,0.0,404.0,1,0.0,0.0,0,0,0.0,0,0.0,108.0,0.0,-284.0,-1.0,0
234,32,2,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,-1
237,32,2,0.0,214.0,1,0.0,0.0,0,0,0.0,0,0.0,10.0,0.0,-26.0,2.0,-1
238,24,1,0.0,142.0,1,0.0,0.0,0,0,0.0,0,0.0,116.0,0.0,4228.0,-1.0,0
243,32,2,0.0,128.0,1,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,2.0,3.0,-1
244,32,2,1.0,76.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-350.0,31.0,-1
246,26,1,0.0,100.0,-1,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,-154.0,16.0,-1
247,6,1,0.0,252.0,1,0.0,0.0,0,0,0.0,0,0.0,164.0,0.0,0.0,0.0,-1
255,32,2,0.0,160.0,-1,0.0,0.0,0,0,0.0,0,0.0,184.0,0.0,-80.0,0.0,-1
259,20,1,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-2.0,31.0,-1
263,24,1,1.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,-1
265,30,2,0.0,142.0,-1,0.0,0.0,0,0,0.0,0,0.0,-20.0,0.0,-438.0,7.0,-1
266,30,2,0.0,188.0,1,0.0,0.0,0,0,0.0,0,0.0,2.0,0.0,10.0,10.0,-1
267,28,1,0.0,0.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,2.0,31.0,-1
269,30,2,0.0,62.0,-1,0.0,0.0,0,0,0.0,0,0.0,54.0,0.0,-4.0,-20.0,0
270,28,1,1.0,156.0,-1,0.0,0.0,0,0,0.0,0,0.0,-28.0,0.0,-6.0,0.0,-1
271,30,2,0.0,346.0,-1,0.0,0.0,0,0,0.0,0,0.0,-58.0,0.0,-72.0,-1.0,0
274,28,1,0.0,240.0,-1,0.0,0.0,0,0,0.0,0,0.0,178.0,0.0,-38.0,0.0,-1
276,28,1,0.0,66.0,1,0.0,0.0,0,0,0.0,0,0.0,4.0,0.0,-570.0,31.0,-1
278,30,2,0.0,358.0,1,0.0,0.0,0,0,0.0,0,0.0,200.0,0.0,-1566.0,0.0,-1
284,30,2,0.0,192.0,1,4.0,0.0,1,0,3.0,-2,0.0,18.0,0.0,28.0,2.0,-1
285,30,2,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,-2.0,0.0,0.0,-69.0,0
289,30,2,0.0,0.0,-1,0.0,0.0,0,0,0.0,0,0.0,-8.0,0.0,0.0,-152.0,0
291,30,2,0.0,286.0,-1,0.0,0.0,0,0,0.0,0,0.0,-42.0,0.0,530.0,-3.0,0
295,30,2,1.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-16.0,31.0,-1
297,28,1,1.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-12.0,31.0,-1
298,30,2,0.0,288.0,-1,0.0,0.0,0,0,0.0,0,0.0,42.0,0.0,-62.0,0.0,-1
306,28,1,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-16.0,31.0,-1
312,28,1,0.0,396.0,-1,0.0,0.0,0,0,0.0,0,0.0,80.0,0.0,962.0,-1.0,0
314,30,2,0.0,30.0,1,0.0,0.0,0,0,0.0,0,0.0,12.0,0.0,0.0,-11.0,0
317,24,1,0.0,170.0,-1,0.0,0.0,0,0,0.0,0,0.0,158.0,0.0,588.0,2.0,-1
319,28,1,0.0,116.0,-1,0.0,0.0,0,0,0.0,0,0.0,-18.0,0.0,330.0,-5.0,0
322,28,1,0.0,72.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-22.0,31.0,-1
330,24,1,0.0,114.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-22.0,-2.0,0
332,24,1,0.0,120.0,1,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,-34.0,0.0,-1
334,22,1,0.0,168.0,-1,0.0,0.0,0,0,0.0,0,0.0,42.0,0.0,-496.0,0.0,-1
337,62,2,0.0,324.0,-1,0.0,0.0,0,0,0.0,0,0.0,126.0,0.0,-288.0,0.0,-1
338,66,2,0.0,230.0,-1,0.0,0.0,0,0,0.0,0,0.0,-32.0,0.0,236.0,4.0,-1
341,66,2,0.0,66.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,268.0,31.0,-1
343,64,2,0.0,46.0,0,0.0,0.0,0,0,0.0,0,0.0,-22.0,0.0,0.0,3.0,-1
345,66,2,0.0,36.0,-1,0.0,0.0,0,0,0.0,0,0.0,-8.0,0.0,78.0,-67.0,0
347,66,2,0.0,240.0,1,0.0,0.0,0,0,0.0,0,0.0,8.0,0.0,1088.0,31.0,-1
348,66,2,0.0,210.0,-1,0.0,0.0,0,0,0.0,0,0.0,4.0,0.0,908.0,-14.0,0
